NPTDR File Region	NPTDR File Admin Area	NPTDR Operator Code	Code Problem	NPTDR Route Numbers
South West	Bath & North East Somerset	BL	missing	BusRoute 1, BusRoute 10, BusRoute 12A, BusRoute 13, BusRoute 13D, BusRoute 14, BusRoute 14A, BusRoute 17, BusRoute 173, BusRoute 178, BusRoute 179, BusRoute 18, BusRoute 184, BusRoute 19, BusRoute 2, BusRoute 21, BusRoute 231, BusRoute 264, BusRoute 265, BusRoute 267, BusRoute 271, BusRoute 272, BusRoute 273, BusRoute 31, BusRoute 318, BusRoute 319, BusRoute 332, BusRoute 337, BusRoute 339, BusRoute 349, BusRoute 376, BusRoute 379, BusRoute 4, BusRoute 41, BusRoute 5, BusRoute 6, BusRoute 649, BusRoute 7, BusRoute 8, BusRoute SPA1, BusRoute SPA2, BusRoute X39
South West	Bath & North East Somerset	NX	missing	CoachRoute 300
East Midlands	Leicester	JL	missing	CoachRoute 767
East Midlands	Leicester	NEWB	missing	CoachRoute SB
East Midlands	Leicester	FK	missing	CoachRoute 230
East Midlands	Leicester	CEX	missing	BusRoute 657
East Midlands	Leicester	AM	missing	BusRoute 104, BusRoute 126, BusRoute 127, BusRoute 14, BusRoute 15, BusRoute 152, BusRoute 153, BusRoute 22, BusRoute 27, BusRoute 28, BusRoute 31, BusRoute 31A, BusRoute 44, BusRoute 44A, BusRoute 47, BusRoute 49, BusRoute 49A, BusRoute 49B, BusRoute 5, BusRoute 50, BusRoute 50A, BusRoute 53, BusRoute 53A, BusRoute 56, BusRoute 58, BusRoute 58A, BusRoute 5A, BusRoute 6, BusRoute 80, BusRoute 80A, BusRoute 84, BusRoute 84A, BusRoute 85, BusRoute 86, BusRoute 87, BusRoute X3
East Midlands	Leicester	CBN	missing	BusRoute 140
East Midlands	Leicester	AFC	missing	BusRoute 158
South East	Reading	TGB	missing	BusRoute LH1, BusRoute LH4, BusRoute LH5, BusRoute LH6, BusRoute TG2, BusRoute TG3, BusRoute TG4, BusRoute TG5, BusRoute TG6
South West	South Gloucestershire	MB	missing	CoachRoute M10, CoachRoute M6, CoachRoute M7
South West	South Gloucestershire	BL	missing	BusRoute 309, BusRoute 310, BusRoute 311, BusRoute 318, BusRoute 319, BusRoute 327, BusRoute 329, BusRoute 332, BusRoute 342, BusRoute X25, BusRoute X42
Wales	Gwynedd	NWAB	missing	BusRoute NW1
Wales	Gwynedd	GH00	ambiguous	BusRoute 91, BusRoute 95
Wales	Gwynedd	SS00	ambiguous	BusRoute 37, BusRoute 6A, BusRoute 7, BusRoute 80, BusRoute 80A, BusRoute 81, BusRoute 81A, BusRoute 82, BusRoute 83, BusRoute 92
Wales	Gwynedd	NE00	ambiguous	BusRoute 17, BusRoute 17B, BusRoute 27, BusRoute 8, BusRoute 8A, BusRoute 8B
Wales	Gwynedd	BE00	ambiguous	BusRoute 14
Wales	Gwynedd	LC00	ambiguous	BusRoute 33A, BusRoute 34, BusRoute 36, BusRoute 69, BusRoute T36, BusRoute X28
Wales	Gwynedd	CT00	ambiguous	BusRoute 12
Wales	Gwynedd	CA00	ambiguous	BusRoute 3
Wales	Gwynedd	BE	missing	CoachRoute 880
Wales	Gwynedd	NX	missing	CoachRoute 380
West Midlands	Warwickshire	NXB	missing	BusRoute 891, BusRoute 90
West Midlands	Warwickshire	BCC	missing	BusRoute 58A
West Midlands	Warwickshire	GRO	missing	BusRoute 812, BusRoute S14
West Midlands	Warwickshire	CGB	missing	BusRoute 219
West Midlands	Warwickshire	HCB	ambiguous	BusRoute H3
West Midlands	Warwickshire	FK	missing	CoachRoute 240
North West	Blackburn with Darwen	2153	missing	BusRoute 573
North West	Cheshire East	GHA	missing	BusRoute 72, BusRoute 73
North West	Cheshire East	STW	missing	BusRoute 321
North West	Cheshire East	2222	missing	BusRoute 10, BusRoute 10A, BusRoute 2, BusRoute 21, BusRoute 21A, BusRoute 2A, BusRoute 3, BusRoute 31, BusRoute 31A, BusRoute 37E, BusRoute 4, BusRoute 5, BusRoute 84
North West	Cheshire East	BAK	missing	BusRoute X38
North West	Cheshire East	PMT	missing	BusRoute 20
North West	Cheshire East	2245	missing	BusRoute 11
North West	Cheshire East	2260	missing	BusRoute 37, BusRoute 37A
North West	Cheshire East	2248	missing	BusRoute 19, BusRoute 19X, BusRoute 27, BusRoute 27A, BusRoute 27B, BusRoute 300
North West	Cheshire East	BKE	missing	BusRoute 392, BusRoute 393
North West	Cheshire East	2251	missing	BusRoute 200, BusRoute 289
North West	Cheshire East	1932	missing	BusRoute HD1
North West	Cheshire East	2252	missing	BusRoute 199, BusRoute TP
North West	Cheshire East	RST	missing	BusRoute X81
North West	Cheshire East	SMM	missing	BusRoute 399
North West	Cheshire East	2231	missing	BusRoute 378, BusRoute 390, BusRoute 391
North West	Cheshire East	2232	missing	BusRoute 47, BusRoute 49, BusRoute E69
North West	Cheshire East	2254	missing	BusRoute 15, BusRoute 38, BusRoute 42, BusRoute 44, BusRoute 45, BusRoute 45A, BusRoute 6E, BusRoute 78, BusRoute 8, BusRoute SB1, BusRoute SB2, BusRoute SB3
North West	Cheshire East	ANW	missing	BusRoute 14
North West	Cheshire East	FC00	ambiguous	BusRoute 10X, BusRoute 16
North West	Cheshire East	GH00	ambiguous	BusRoute DB1, BusRoute DB2, BusRoute DB3
North West	Cheshire East	SMC	ambiguous	BusRoute 360
East Midlands	Lincolnshire	RSW	missing	BusRoute S95
East Midlands	Lincolnshire	XHOL	missing	BusRoute TB1, BusRoute TB2
East Midlands	Lincolnshire	REB	missing	BusRoute R1
East Midlands	Lincolnshire	STR	missing	BusRoute S1
East Midlands	Lincolnshire	KIM	ambiguous	BusRoute 12, BusRoute 21, BusRoute 26, BusRoute 27, BusRoute 29, BusRoute 30, BusRoute 31, BusRoute 32, BusRoute 33, BusRoute 34, BusRoute 35, BusRoute 36, BusRoute 57, BusRoute 58, BusRoute 6
Scotland	North Lanarkshire	MCR	missing	BusRoute 1
Scotland	North Lanarkshire	JDC	missing	BusRoute 381
East Midlands	North East Lincolnshire	TWY	missing	BusRoute 510
East Anglia	Suffolk	JL	missing	CoachRoute 727
East Anglia	Suffolk	TGS	missing	BusRoute X5
East Anglia	Suffolk	TVN	missing	BusRoute RT20
East Anglia	Suffolk	A2BT	missing	BusRoute 1640
East Anglia	Suffolk	OPT	missing	BusRoute RT30, BusRoute TAXI
East Anglia	Suffolk	MC	ambiguous	BusRoute 802
East Anglia	Suffolk	CC	ambiguous	BusRoute 107, BusRoute 111, BusRoute 140, BusRoute 202, BusRoute 31, BusRoute 755, BusRoute 756, BusRoute 773, BusRoute 90, BusRoute 92, BusRoute 93, BusRoute 93C, BusRoute 94, BusRoute 95, BusRoute 96, BusRoute 96B, BusRoute 988, BusRoute X93
East Anglia	Suffolk	IB	ambiguous	BusRoute 14, BusRoute 14A, BusRoute 15, BusRoute 18A, BusRoute 192, BusRoute 22, BusRoute 3, BusRoute 38, BusRoute 405, BusRoute 511, BusRoute 6, BusRoute 62A, BusRoute 62B, BusRoute 73A, BusRoute 87B, BusRoute 88B, BusRoute 8B, BusRoute 9, BusRoute 914, BusRoute 977, BusRoute 98, BusRoute 983
East Anglia	Suffolk	WH	ambiguous	BusRoute TM01
South West	Bournemouth	FK	missing	CoachRoute 205
South West	Bournemouth	NX	missing	CoachRoute 310
Scotland	Fife	MB	missing	CoachRoute M20
Wales	Swansea	CTW0	missing	BusRoute 701
Wales	Swansea	BTW	missing	BusRoute 10, BusRoute 113, BusRoute 115, BusRoute 116, BusRoute 117, BusRoute 118, BusRoute 119, BusRoute 127, BusRoute 13, BusRoute 14, BusRoute 141, BusRoute 141A, BusRoute 141B, BusRoute 144, BusRoute 145, BusRoute 14A, BusRoute 25, BusRoute 503, BusRoute 53, BusRoute 620, BusRoute 721, BusRoute 8, BusRoute 9, BusRoute X63
Wales	Swansea	FC00	ambiguous	BusRoute 11, BusRoute 110, BusRoute 111, BusRoute 112, BusRoute 12, BusRoute 120, BusRoute 121, BusRoute 122, BusRoute 125, BusRoute 142, BusRoute 143, BusRoute 15, BusRoute 156, BusRoute 157, BusRoute 158, BusRoute 17, BusRoute 19, BusRoute 2, BusRoute 20, BusRoute 20A, BusRoute 21, BusRoute 21A, BusRoute 21B, BusRoute 22, BusRoute 224, BusRoute 24, BusRoute 26, BusRoute 27, BusRoute 28, BusRoute 29, BusRoute 29A, BusRoute 29B, BusRoute 2A, BusRoute 2B, BusRoute 2C, BusRoute 3, BusRoute 31, BusRoute 32, BusRoute 33, BusRoute 35, BusRoute 36, BusRoute 37, BusRoute 3A, BusRoute 4, BusRoute 400, BusRoute 404, BusRoute 41, BusRoute 42, BusRoute 43, BusRoute 44, BusRoute 4A, BusRoute 4B, BusRoute 501, BusRoute 502, BusRoute 51, BusRoute 59, BusRoute 6, BusRoute 61, BusRoute 63, BusRoute 64, BusRoute 65, BusRoute 67, BusRoute 801, BusRoute 81, BusRoute 82A, BusRoute 904, BusRoute D2, BusRoute D3, BusRoute D4, BusRoute D5, BusRoute D6, BusRoute D7, BusRoute X10, BusRoute X11, BusRoute X12, BusRoute X13, BusRoute X18, BusRoute X20, BusRoute X3, BusRoute X5
Wales	Swansea	MT00	ambiguous	BusRoute X1
Wales	Swansea	FK	missing	CoachRoute 201, CoachRoute 202
Wales	Swansea	NX	missing	CoachRoute 672
Scotland	South Lanarkshire	MUI	missing	BusRoute L1
Scotland	South Lanarkshire	SBC	missing	BusRoute 91
Scotland	South Lanarkshire	NX	missing	CoachRoute 533, CoachRoute 538, CoachRoute 542
North East	Middlesbrough	CRO	missing	BusRoute M53
North East	Middlesbrough	TSC	missing	BusRoute 224
North East	Middlesbrough	MOOR	missing	BusRoute M1, BusRoute M12
North East	Middlesbrough	ANED	missing	BusRoute 5_5A
North East	Middlesbrough	GEN	missing	BusRoute 322, BusRoute 323
North East	Middlesbrough	MB	missing	CoachRoute M12
North East	Middlesbrough	NX	missing	CoachRoute 380, CoachRoute 381, CoachRoute 534
East Midlands	Nottingham	2252	missing	BusRoute TP
East Midlands	Nottingham	JL	missing	CoachRoute 767
East Midlands	Nottingham	FK	missing	CoachRoute 230
Scotland	Dundee	MB	missing	CoachRoute M11
Scotland	Dundee	NX	missing	CoachRoute 538, CoachRoute 590
Scotland	Stirling	CLL	missing	FerryRoute LL1, FerryRoute LL2
Scotland	Western Isles	MJM	missing	BusRoute W2A
Wales	Rhondda Cynon Taff	SH00	missing	BusRoute 10, BusRoute 11, BusRoute 12, BusRoute 121, BusRoute 122, BusRoute 130, BusRoute 131, BusRoute 137, BusRoute 139, BusRoute 152, BusRoute 16, BusRoute 17, BusRoute 173, BusRoute 175, BusRoute 44, BusRoute 47, BusRoute 600, BusRoute 7, BusRoute 99
Wales	Rhondda Cynon Taff	FC00	ambiguous	BusRoute 45, BusRoute 803, BusRoute X10
Wales	Rhondda Cynon Taff	BE00	ambiguous	BusRoute 100, BusRoute 400, BusRoute B5
North West	Warrington	NX	missing	CoachRoute 383
North West	Warrington	2215	missing	BusRoute X30
North West	Warrington	2260	missing	BusRoute 37, BusRoute 37A, BusRoute 38
North West	Warrington	1104	missing	BusRoute 110, BusRoute 329, BusRoute 7A
North West	Warrington	2164	missing	BusRoute 19, BusRoute 28, BusRoute 28A
North West	Warrington	2198	missing	BusRoute 45, BusRoute 46, BusRoute 5
North West	Warrington	2232	missing	BusRoute 47
North West	Warrington	2199	missing	BusRoute 339
Yorkshire	North Yorkshire	CLC	missing	CoachRoute 352, CoachRoute 355
Yorkshire	North Yorkshire	MB	missing	CoachRoute M20, CoachRoute MBP
Yorkshire	North Yorkshire	NX	missing	CoachRoute 380, CoachRoute 381, CoachRoute 383, CoachRoute 534
Yorkshire	North Yorkshire	HDG	missing	BusRoute 78A
Yorkshire	North Yorkshire	SDMS	missing	BusRoute 118, BusRoute 119, BusRoute 128, BusRoute 13, BusRoute 14, BusRoute 15, BusRoute 165, BusRoute 17, BusRoute 2, BusRoute 21, BusRoute 3, BusRoute 3A, BusRoute 3B, BusRoute 6, BusRoute 63, BusRoute 64, BusRoute 9
Yorkshire	North Yorkshire	PRO	missing	BusRoute 767
Yorkshire	North Yorkshire	ANE	missing	BusRoute 29, BusRoute 5
Yorkshire	North Yorkshire	GEN	missing	BusRoute 322, BusRoute 323
Yorkshire	North Yorkshire	FL	missing	BusRoute X84
Yorkshire	North Yorkshire	RYE	missing	BusRoute X31
South West	Hampshire	FK	missing	CoachRoute 203, CoachRoute 205
South West	Hampshire	MB	missing	CoachRoute M34
South West	Hampshire	NX	missing	CoachRoute 300
South West	Hampshire	EMS	missing	BusRoute 36
South West	Hampshire	RCHD	missing	BusRoute 992, BusRoute 994
South West	Hampshire	FBUZ	missing	BusRoute 145, BusRoute 16, BusRoute 73, BusRoute 73X, BusRoute 80
South West	Hampshire	CLR	missing	BusRoute 93
South West	Hampshire	WHP	missing	BusRoute 807
East Midlands	Derby	AM	missing	BusRoute X40
East Midlands	Derby	2252	missing	BusRoute TP
East Midlands	Derby	NEWB	missing	CoachRoute SB
East Midlands	Derby	FK	missing	CoachRoute 230
North West	Merseyside	BE	missing	CoachRoute 880
North West	Merseyside	NX	missing	CoachRoute 380, CoachRoute 533
North West	Merseyside	SH	missing	CoachRoute 060
North West	Merseyside	2266	missing	BusRoute 420
North West	Merseyside	2387	missing	BusRoute 350, BusRoute 351, BusRoute 356, BusRoute 37, BusRoute 50B, BusRoute 52, BusRoute 53, BusRoute 53A, BusRoute 53B, BusRoute 55, BusRoute 55D, BusRoute 56, BusRoute 56A, BusRoute 58, BusRoute 62, BusRoute 62A, BusRoute 62B, BusRoute 68, BusRoute X53
North West	Merseyside	2035	missing	BusRoute 156, BusRoute 320, BusRoute 34, BusRoute 352, BusRoute 602, BusRoute 620
North West	Merseyside	2762	missing	BusRoute X22
North West	Merseyside	NWAB	missing	BusRoute NW1
North West	Merseyside	2410	missing	BusRoute 29, BusRoute 60, BusRoute 97
North West	Merseyside	2278	missing	BusRoute 173, BusRoute 211, BusRoute 236, BusRoute 289
North West	Merseyside	2498	missing	BusRoute 116, BusRoute 161, BusRoute 801
North West	Merseyside	2608	missing	BusRoute 112, BusRoute 113, BusRoute 138, BusRoute 139, BusRoute 154, BusRoute 155, BusRoute 167, BusRoute 201, BusRoute 202, BusRoute 204, BusRoute 213
North West	Merseyside	2389	missing	BusRoute 41, BusRoute 42, BusRoute 71, BusRoute 72
North West	Merseyside	2609	missing	BusRoute 206
North West	Merseyside	2621	missing	BusRoute 25
North West	Merseyside	2742	missing	BusRoute 157
North West	Merseyside	2490	missing	BusRoute 153, BusRoute 160, BusRoute 182, BusRoute 193, BusRoute 210, BusRoute 221, BusRoute 241, BusRoute 250, BusRoute 293
North West	Merseyside	2467	missing	BusRoute 142
North West	Merseyside	2478	missing	BusRoute 114, BusRoute 118, BusRoute 168, BusRoute 180, BusRoute 181, BusRoute 218, BusRoute 897
North West	Merseyside	2644	missing	BusRoute 82B
North West	Merseyside	1104	missing	BusRoute 6, BusRoute 7A
North West	Merseyside	2215	missing	BusRoute 401, BusRoute 487, BusRoute 488, BusRoute X11
North West	Merseyside	2710	missing	BusRoute 319, BusRoute 39
North West	Merseyside	2480	missing	BusRoute 121, BusRoute 122, BusRoute 147, BusRoute 194, BusRoute 195, BusRoute 196
North West	Merseyside	2578	missing	BusRoute 101, BusRoute 102, BusRoute 111, BusRoute 123, BusRoute 128, BusRoute 141, BusRoute 159, BusRoute 192, BusRoute 209, BusRoute 259, BusRoute 883, BusRoute 898, BusRoute 899
North West	Merseyside	2535	missing	BusRoute 248, BusRoute 290, BusRoute 881
North West	Merseyside	2579	missing	BusRoute 166, BusRoute 188, BusRoute 258, BusRoute 266, BusRoute 288
North West	Merseyside	2568	missing	BusRoute 135, BusRoute 136, BusRoute 152, BusRoute 158, BusRoute 163, BusRoute 164, BusRoute 165, BusRoute 215, BusRoute 235, BusRoute 807, BusRoute 810, BusRoute 830, BusRoute 831, BusRoute 838, BusRoute 865, BusRoute 874, BusRoute C1, BusRoute C2, BusRoute C3, BusRoute C4, BusRoute C5
North West	Merseyside	2382	missing	BusRoute 12, BusRoute 13, BusRoute 14X, BusRoute 18A, BusRoute 8, BusRoute 8E, BusRoute 9
North West	Merseyside	2481	missing	BusRoute 107, BusRoute 117, BusRoute 143, BusRoute 207, BusRoute 208, BusRoute 216, BusRoute 219, BusRoute 410
North West	Merseyside	2623	missing	BusRoute 103, BusRoute 129, BusRoute 150, BusRoute 214, BusRoute 217, BusRoute 231, BusRoute 232, BusRoute 233, BusRoute 234, BusRoute 245, BusRoute 246, BusRoute 247, BusRoute 265, BusRoute 800, BusRoute 835, BusRoute 870, BusRoute 990, BusRoute 991, BusRoute 992, BusRoute 993
North West	Merseyside	2262	missing	BusRoute LIN1
North West	Merseyside	2163	missing	BusRoute 603
North West	Merseyside	2383	missing	BusRoute 27, BusRoute 500, BusRoute 501, BusRoute 699, BusRoute 7, BusRoute 74, BusRoute 75, BusRoute 75E, BusRoute 76, BusRoute 76A, BusRoute 77, BusRoute 78, BusRoute 79, BusRoute 7B, BusRoute 80, BusRoute 80A, BusRoute 81, BusRoute 81A, BusRoute 81E, BusRoute 82E, BusRoute 82X, BusRoute 86, BusRoute 86A, BusRoute 86B, BusRoute 86D
North West	Merseyside	2482	missing	BusRoute 137, BusRoute 140, BusRoute 199, BusRoute 240
North West	Merseyside	2582	missing	BusRoute E10, BusRoute E11, BusRoute E12
North West	Merseyside	2384	missing	BusRoute 203, BusRoute 23N, BusRoute 37N, BusRoute 403, BusRoute 407, BusRoute 409, BusRoute 411, BusRoute 413, BusRoute 418, BusRoute 419, BusRoute 423, BusRoute 432, BusRoute 433, BusRoute 437, BusRoute 450N, BusRoute 464, BusRoute 472, BusRoute 492, BusRoute 495, BusRoute 51N
North West	Merseyside	2515	missing	BusRoute 144, BusRoute 15, BusRoute 16, BusRoute 40, BusRoute 57C, BusRoute 58C
North West	Merseyside	1083	missing	BusRoute 857, BusRoute 919
North West	Merseyside	2660	missing	BusRoute 79C
North West	Merseyside	2604	missing	BusRoute 52A, BusRoute 52D
North West	Merseyside	2637	missing	BusRoute 33A, BusRoute 5N, BusRoute 82A, BusRoute X1
North West	Merseyside	2385	missing	BusRoute 1A, BusRoute 1B, BusRoute 43, BusRoute 43A, BusRoute 44, BusRoute 44B, BusRoute 44D, BusRoute 46, BusRoute 46A, BusRoute 47B, BusRoute 48, BusRoute 49, BusRoute 49A
North West	Merseyside	2485	missing	BusRoute T1
North West	Merseyside	2649	missing	BusRoute 61
North West	Merseyside	2199	missing	BusRoute 339
North West	Merseyside	2386	missing	BusRoute 31, BusRoute 32, BusRoute 329, BusRoute 32A, BusRoute 32C, BusRoute 33, BusRoute 34A, BusRoute 35, BusRoute 35A, BusRoute 36, BusRoute 36A, BusRoute 89, BusRoute 89A, BusRoute 920
North West	Merseyside	2638	missing	BusRoute 14, BusRoute 14C, BusRoute 19, BusRoute 26, BusRoute 61A
North West	Merseyside	2639	missing	BusRoute 17A, BusRoute 17B
North West	Merseyside	2606	missing	BusRoute 119, BusRoute 120, BusRoute 130, BusRoute 133, BusRoute 151, BusRoute 162, BusRoute 220, BusRoute 242, BusRoute 244, BusRoute 892
Scotland	North Ayrshire	BNT	missing	BusRoute 27, BusRoute 29, BusRoute 737
Scotland	Argyll & Bute	IOM	missing	TramMetroRoute IOM
Scotland	Argyll & Bute	CLL	missing	FerryRoute LL1, FerryRoute LL2
East Midlands	Rutland	KIM	ambiguous	BusRoute 12, BusRoute 33, BusRoute 4, BusRoute 9
West Midlands	Stoke-on-Trent	RST	missing	BusRoute X81
Wales	Newport	FK	missing	CoachRoute 201, CoachRoute 202
Wales	Newport	MB	missing	CoachRoute M10, CoachRoute M7
Wales	Newport	NX	missing	CoachRoute 672
Wales	Newport	SH00	missing	BusRoute 63
Wales	Newport	BE00	ambiguous	BusRoute 61, BusRoute 73, BusRoute R2
East Midlands	North Lincolnshire	MB	missing	CoachRoute MBP
East Midlands	North Lincolnshire	TWY	missing	BusRoute 510, BusRoute 550, BusRoute 551, BusRoute 553, BusRoute 555
East Midlands	North Lincolnshire	XHOL	missing	BusRoute 220, BusRoute 221, BusRoute 222, BusRoute 55, BusRoute TB1, BusRoute TB2, BusRoute TB3, BusRoute TB4
East Midlands	North Lincolnshire	XNLC	missing	BusRoute 0680, BusRoute 260, BusRoute 354, BusRoute 58, BusRoute 640
East Midlands	North Lincolnshire	SW	missing	BusRoute 360
East Midlands	North Lincolnshire	XSEY	missing	BusRoute 3500
East Midlands	North Lincolnshire	STR	missing	BusRoute S1
East Midlands	North Lincolnshire	XISL	missing	BusRoute 646, BusRoute 647
Wales	Isle of Anglesey	BE	missing	CoachRoute 871, CoachRoute 880
Wales	Isle of Anglesey	NWAB	missing	BusRoute NW1
Wales	Isle of Anglesey	CCAM	missing	BusRoute 60
Wales	Isle of Anglesey	GWCO	missing	BusRoute 31, BusRoute 36, BusRoute 48, BusRoute 50, BusRoute 51, BusRoute 54, BusRoute 55
South East	Surrey	NF	missing	FerryRoute 0NF0
South East	Surrey	WR	missing	CoachRoute 701
South East	Surrey	TDV	missing	BusRoute 116, BusRoute 203, BusRoute 216, BusRoute 290, BusRoute 411, BusRoute 467, BusRoute 641, BusRoute 661, BusRoute 881, BusRoute K3
South East	Surrey	WHP	missing	BusRoute 807
Scotland	Scottish Borders	ALG	missing	BusRoute P15
Scotland	Scottish Borders	SBC	missing	BusRoute 905, BusRoute 91
Scotland	Scottish Borders	MB	missing	CoachRoute M17
Scotland	Scottish Borders	NX	missing	CoachRoute 383
Scotland	Perth & Kinross	MB	missing	CoachRoute M11, CoachRoute M20
Scotland	Perth & Kinross	HIS	missing	FerryRoute LL
Scotland	Dumfries & Galloway	NX	missing	CoachRoute 921
North West	Cheshire West & Chester	BE	missing	CoachRoute 880
North West	Cheshire West & Chester	NX	missing	CoachRoute 380, CoachRoute 381, CoachRoute 383, CoachRoute 533
North West	Cheshire West & Chester	2211	missing	BusRoute 21, BusRoute 21A, BusRoute 21B, BusRoute 53
North West	Cheshire West & Chester	2222	missing	BusRoute 1E, BusRoute 29, BusRoute 29A, BusRoute 29B, BusRoute 31, BusRoute 31A, BusRoute 31E, BusRoute 37, BusRoute 37E, BusRoute 84, BusRoute 85
North West	Cheshire West & Chester	2762	missing	BusRoute X22
North West	Cheshire West & Chester	NWAB	missing	BusRoute NW1
North West	Cheshire West & Chester	HEL	missing	BusRoute 41, BusRoute 41B
North West	Cheshire West & Chester	2215	missing	BusRoute 401, BusRoute 487, BusRoute 488, BusRoute X30
North West	Cheshire West & Chester	2205	missing	BusRoute 66
North West	Cheshire West & Chester	2251	missing	BusRoute 289
North West	Cheshire West & Chester	RST	missing	BusRoute X81
North West	Cheshire West & Chester	2198	missing	BusRoute 45, BusRoute 46
North West	Cheshire West & Chester	2242	missing	BusRoute 15, BusRoute 15A, BusRoute 1A, BusRoute 404
North West	Cheshire West & Chester	2232	missing	BusRoute 47, BusRoute 49
North West	Cheshire West & Chester	2254	missing	BusRoute 42
North West	Cheshire West & Chester	FC00	ambiguous	BusRoute 10, BusRoute 10X, BusRoute 16
North West	Cheshire West & Chester	GH00	ambiguous	BusRoute 100, BusRoute 111, BusRoute 13, BusRoute 4A, BusRoute 9, BusRoute 9A, BusRoute DB1, BusRoute DB2, BusRoute DB3
South West	Somerset	CK	missing	BusRoute 063, BusRoute 199, BusRoute 20, BusRoute 204, BusRoute 20A, BusRoute 387, BusRoute 397, BusRoute 606, BusRoute 608, BusRoute 62, BusRoute 63, BusRoute 633, BusRoute 63A, BusRoute 697, BusRoute 747, BusRoute 748, BusRoute 9, BusRoute 90, BusRoute 91, BusRoute 96, BusRoute 97, BusRoute 98, BusRoute 98A, BusRoute 99, BusRoute 99A, BusRoute 99B, BusRoute 9A
South West	Somerset	BL	missing	BusRoute 102, BusRoute 126, BusRoute 161, BusRoute 173, BusRoute 174, BusRoute 184, BusRoute 234, BusRoute 267, BusRoute 375, BusRoute 376, BusRoute 377, BusRoute 379, BusRoute 670, BusRoute X21, BusRoute X22, BusRoute X75
South West	Somerset	NX	missing	CoachRoute 672
Yorkshire	East Riding of Yorkshire	ERYC	missing	BusRoute 551
Yorkshire	East Riding of Yorkshire	XSEY	missing	BusRoute 3500
Yorkshire	East Riding of Yorkshire	NX	missing	CoachRoute 534
South East	West Berkshire	TGB	missing	BusRoute LH1, BusRoute LH4, BusRoute LH5, BusRoute LH6, BusRoute TG1, BusRoute TG2, BusRoute TG3, BusRoute TG4, BusRoute TG5, BusRoute TG6
South East	West Berkshire	WLT	missing	BusRoute 20, BusRoute 22, BusRoute X2, BusRoute X20
South East	West Berkshire	FK	missing	CoachRoute 200, CoachRoute 201, CoachRoute 202
South East	West Berkshire	MB	missing	CoachRoute M14
North East	Durham	DCCL	missing	BusRoute 896
North East	Durham	WRLY	missing	TramMetroRoute RAIL, TramMetroRoute TAGE
North East	Durham	NX	missing	CoachRoute 381, CoachRoute 383
South East	Luton	LAIR	missing	BusRoute 888
South East	Luton	MC	ambiguous	BusRoute 772
South East	Luton	CB	ambiguous	BusRoute 10, BusRoute 17, BusRoute 17A, BusRoute 19, BusRoute 19A, BusRoute 20, BusRoute 29, BusRoute 365, BusRoute 366, BusRoute 44, BusRoute 45, BusRoute 46, BusRoute 79, BusRoute X31
South East	Luton	JL	missing	CoachRoute 707, CoachRoute 737, CoachRoute 767, CoachRoute 787
South East	Luton	FK	missing	CoachRoute 230, CoachRoute 777
South West	Wiltshire	JAC	missing	BusRoute 95
South West	Wiltshire	RMCB	missing	BusRoute 1
South West	Wiltshire	WLT	missing	BusRoute 20A, BusRoute 22, BusRoute X2, BusRoute X20
South West	Wiltshire	BL	missing	BusRoute 231, BusRoute 234, BusRoute 235, BusRoute 236, BusRoute 260, BusRoute 263, BusRoute 264, BusRoute 265, BusRoute 271, BusRoute 272, BusRoute 273
South West	Wiltshire	NX	missing	CoachRoute 300
Wales	Ceredigion	CTW0	missing	BusRoute 701
Wales	Ceredigion	LC00	ambiguous	BusRoute X28, BusRoute YP2, BusRoute YP8
Wales	Ceredigion	RB00	ambiguous	BusRoute 405, BusRoute 406, BusRoute 407, BusRoute 430, BusRoute 551, BusRoute 552, BusRoute 554, BusRoute 601, BusRoute X50
Wales	Ceredigion	MI00	ambiguous	BusRoute 230, BusRoute 431
Wales	Ceredigion	MT00	ambiguous	BusRoute 288, BusRoute 289, BusRoute 460
South East	Hertfordshire	5400	missing	BusRoute LC1, BusRoute LC2
South East	Hertfordshire	TGS	missing	BusRoute 301, BusRoute 446, BusRoute 5
South East	Hertfordshire	MN	missing	BusRoute N279
South East	Hertfordshire	WBUS	missing	BusRoute W10, BusRoute W12, BusRoute W14, BusRoute W3, BusRoute W5, BusRoute W7, BusRoute W9
South East	Hertfordshire	COZY	missing	BusRoute 391, BusRoute 875, BusRoute 877
South East	Hertfordshire	SIF	missing	BusRoute 139
South East	Hertfordshire	MXT	missing	BusRoute PB2
South East	Hertfordshire	TS	missing	BusRoute 455
South East	Hertfordshire	MC	ambiguous	BusRoute 771, BusRoute 772, BusRoute 773
South East	Hertfordshire	SMC	ambiguous	BusRoute 18, BusRoute 323, BusRoute 524
