NPTDR File Region	NPTDR File Admin Area	NPTDR Operator Code	Code Problem	NPTDR Route Numbers
Great Britain	National	AS	missing	BusRoute 1, BusRoute 4, BusRoute 5, BusRoute 7, BusRoute 8, BusRoute 9, BusRoute 10, BusRoute 13, BusRoute 17, BusRoute 18, BusRoute 24, BusRoute 29, BusRoute 4A, BusRoute 6A, BusRoute 24D, BusRoute 375, BusRoute 407, BusRoute 408
Great Britain	National	_TC	missing	FerryRoute 2
Great Britain	National	AT	missing	BusRoute 850, BusRoute 901, BusRoute 903, BusRoute 904
Great Britain	National	1018	missing	BusRoute 790
Great Britain	National	SEK	missing	BusRoute 3, BusRoute 4, BusRoute 5, BusRoute 6, BusRoute 7, BusRoute 8, BusRoute 9, BusRoute 00AJ, BusRoute 00CE, BusRoute D, BusRoute 00EE, BusRoute 10, BusRoute 11, BusRoute 13, BusRoute 14, BusRoute 15, BusRoute 16, BusRoute 17, BusRoute 21, BusRoute 22, BusRoute 23, BusRoute 25, BusRoute 26, BusRoute 27, BusRoute 32, BusRoute 34, BusRoute 3A, BusRoute 3B, BusRoute 3X, BusRoute 4A, BusRoute 4B, BusRoute 4X, BusRoute 60, BusRoute 61, BusRoute 62, BusRoute 63, BusRoute 6A, BusRoute 6B, BusRoute 6X, BusRoute 71, BusRoute 72, BusRoute 73, BusRoute 77, BusRoute 78, BusRoute 7A, BusRoute 80, BusRoute 82, BusRoute 87, BusRoute 88, BusRoute 89, BusRoute 8A, BusRoute 8X, BusRoute 91, BusRoute 95, BusRoute 96, BusRoute 9X, BusRoute B1, BusRoute B2, BusRoute 101E, BusRoute 102C, BusRoute 105B, BusRoute 10A, BusRoute 11A, BusRoute 11B, BusRoute 127, BusRoute 137, BusRoute 138, BusRoute 13A, BusRoute 14A, BusRoute 15A, BusRoute 15X, BusRoute 160, BusRoute 16A, BusRoute 21A, BusRoute 22A, BusRoute 23A, BusRoute 25A, BusRoute 26A, BusRoute 295, BusRoute 400, BusRoute 510, BusRoute 514, BusRoute 515, BusRoute 516, BusRoute 517, BusRoute 518, BusRoute 519, BusRoute 556, BusRoute 61A, BusRoute 622, BusRoute 63A, BusRoute 645, BusRoute 652, BusRoute 653, BusRoute 813, BusRoute 82A, BusRoute 88A, BusRoute 89A, BusRoute 89B, BusRoute 901, BusRoute 902, BusRoute 903, BusRoute 904, BusRoute 905, BusRoute 906, BusRoute 907, BusRoute 908, BusRoute 911, BusRoute 912, BusRoute 913, BusRoute 914, BusRoute 915, BusRoute 916, BusRoute 917, BusRoute 918, BusRoute 919, BusRoute 920, BusRoute 921, BusRoute 922, BusRoute 932, BusRoute 933, BusRoute 934, BusRoute 936, BusRoute 937, BusRoute 938, BusRoute 940, BusRoute 942, BusRoute 943, BusRoute 944, BusRoute 945, BusRoute 946, BusRoute 948, BusRoute 950, BusRoute 951, BusRoute 952, BusRoute 953, BusRoute 954, BusRoute 955, BusRoute 960, BusRoute 96A, BusRoute 971, BusRoute 976, BusRoute 977, BusRoute 989, BusRoute 990, BusRoute 991, BusRoute 992, BusRoute 994, BusRoute 997, BusRoute 998, BusRoute LOOP, BusRoute UNI
Great Britain	National	BH	missing	CoachRoute 460, BusRoute 1, BusRoute 2, BusRoute 5, BusRoute 6, BusRoute 7, BusRoute 12, BusRoute 14, BusRoute 16, BusRoute 1A, BusRoute 20, BusRoute 21, BusRoute 22, BusRoute 23, BusRoute 24, BusRoute 25, BusRoute 26, BusRoute 27, BusRoute 28, BusRoute 29, BusRoute 2A, BusRoute 2B, BusRoute 37, BusRoute 38, BusRoute 46, BusRoute 47, BusRoute 49, BusRoute 50, BusRoute 52, BusRoute 55, BusRoute 56, BusRoute 57, BusRoute 59, BusRoute 5A, BusRoute 5B, BusRoute 66, BusRoute 71, BusRoute 72, BusRoute 73, BusRoute 74, BusRoute 75, BusRoute 76, BusRoute 77, BusRoute 78, BusRoute 79, BusRoute 81, BusRoute 84, BusRoute 91, BusRoute 93, BusRoute 94, BusRoute 95, BusRoute 96, BusRoute N7, BusRoute 116, BusRoute 11X, BusRoute 12A, BusRoute 12C, BusRoute 12X, BusRoute 13X, BusRoute 14B, BusRoute 14C, BusRoute 20X, BusRoute 21B, BusRoute 22A, BusRoute 27B, BusRoute 29A, BusRoute 29B, BusRoute 29C, BusRoute 37B, BusRoute 38A, BusRoute 49A, BusRoute 49E, BusRoute 52A, BusRoute 59A, BusRoute 76A, BusRoute 81A, BusRoute 81B, BusRoute 81C, BusRoute 81E, BusRoute 92C, BusRoute 94A, BusRoute 95A, BusRoute N25, BusRoute N29, BusRoute N69, BusRoute N97, BusRoute N98, BusRoute N99, BusRoute 4, BusRoute 83, BusRoute 121, BusRoute 460, BusRoute 850, BusRoute 620, BusRoute 668, BusRoute 619
Great Britain	National	BI	missing	BusRoute 692, BusRoute 800
Great Britain	National	1019	missing	BusRoute 48A, BusRoute 300, BusRoute 47
Great Britain	National	CAR	missing	BusRoute 715, BusRoute 1, BusRoute 51, BusRoute CAR
Great Britain	National	WRH	missing	BusRoute 315, BusRoute 340, BusRoute 316
Great Britain	National	SEL	missing	BusRoute 292
Great Britain	National	2462	missing	FerryRoute FER
Great Britain	National	ZZZ	missing	BusRoute 360, BusRoute 844
Great Britain	National	AV	missing	BusRoute 885, BusRoute 899
Great Britain	National	ITS	missing	BusRoute TB43
Great Britain	National	SEM	missing	BusRoute 53, BusRoute 77, BusRoute 522, BusRoute 53A, BusRoute PRO0, BusRoute 1, BusRoute 2, BusRoute 3, BusRoute 4, BusRoute 5, BusRoute 6, BusRoute 7, BusRoute 9, BusRoute 10, BusRoute 11, BusRoute 12, BusRoute 14, BusRoute 15, BusRoute 16, BusRoute 18, BusRoute 19, BusRoute 22, BusRoute 0230, BusRoute 25, BusRoute 27, BusRoute 28, BusRoute 29, BusRoute 31, BusRoute 3A, BusRoute 42, BusRoute 43, BusRoute 47, BusRoute 4A, BusRoute 5A, BusRoute 67, BusRoute 7C, BusRoute 95, BusRoute 96, BusRoute 97, BusRoute 99, BusRoute N1, BusRoute 10A, BusRoute 140, BusRoute 15A, BusRoute 16A, BusRoute 19A, BusRoute 19B, BusRoute 212, BusRoute 216, BusRoute 23B0, BusRoute 27A, BusRoute 27X, BusRoute 28B, BusRoute 31A, BusRoute 31X, BusRoute 43A, BusRoute 43B, BusRoute 47A, BusRoute 97A, BusRoute N11, BusRoute N15, BusRoute N23, BusRoute N28, BusRoute X29, BusRoute X30
Great Britain	National	PTC	missing	BusRoute 28
Great Britain	National	PSN	missing	BusRoute 14, BusRoute 15, BusRoute 16
Great Britain	National	MIT	missing	BusRoute 17, BusRoute 8
Great Britain	National	_TF	missing	FerryRoute 1
Great Britain	National	AW	missing	BusRoute 39C, BusRoute 74, BusRoute 75, BusRoute 79A, BusRoute 79C, BusRoute 80, BusRoute 81, BusRoute 82, BusRoute 83, BusRoute 91, BusRoute 165, BusRoute 167, BusRoute 176, BusRoute 177, BusRoute 178, BusRoute 182, BusRoute 184, BusRoute 185, BusRoute 186, BusRoute 193, BusRoute 271, BusRoute 672, BusRoute 886, BusRoute 889, BusRoute 893, BusRoute 7, BusRoute 179, BusRoute 14, BusRoute 15, BusRoute 16
Great Britain	National	1020	missing	BusRoute B4, BusRoute 12, BusRoute 83, BusRoute 273, BusRoute 446, BusRoute 463, BusRoute 466, BusRoute 476, BusRoute 482, BusRoute 743, BusRoute 844, BusRoute 864, BusRoute 892, BusRoute 912, BusRoute 971, BusRoute 244, BusRoute 464, BusRoute 473, BusRoute 849, BusRoute 908, BusRoute 984, BusRoute 11, BusRoute 483, BusRoute 963, BusRoute 964, BusRoute 9, BusRoute 243, BusRoute 10
Great Britain	National	JAC	missing	BusRoute 95, BusRoute H1, BusRoute 90
Great Britain	National	BK	missing	BusRoute 136, BusRoute 126, BusRoute 5, BusRoute 6, BusRoute 7
Great Britain	National	AX	missing	BusRoute 490
Great Britain	National	CA	missing	BusRoute 559, BusRoute 606, BusRoute 2
Great Britain	National	1021	missing	BusRoute 79
Great Britain	National	2200	missing	BusRoute HOS
Great Britain	National	LANE	missing	BusRoute 849, BusRoute 852
Great Britain	National	YT	missing	BusRoute 598
Great Britain	National	JAD	missing	BusRoute 4, BusRoute 6
Great Britain	National	BL	missing	BusRoute 558, BusRoute 558A, BusRoute 558B, BusRoute 558C, BusRoute LT17, BusRoute 1, BusRoute 2, BusRoute 4, BusRoute 5, BusRoute 6, BusRoute 7, BusRoute 8, BusRoute 10, BusRoute 12A, BusRoute 13, BusRoute 13D, BusRoute 14, BusRoute 14A, BusRoute 17, BusRoute 18, BusRoute 19, BusRoute 21, BusRoute 31, BusRoute 41, BusRoute 173, BusRoute 178, BusRoute 179, BusRoute 184, BusRoute 332, BusRoute 337, BusRoute 339, BusRoute 349, BusRoute 376, BusRoute 379, BusRoute 649, BusRoute SPA1, BusRoute SPA2, BusRoute X39, BusRoute 36, BusRoute 3, BusRoute 3A, BusRoute 3B, BusRoute 5A, BusRoute 5B, BusRoute 9, BusRoute 126, BusRoute 351, BusRoute 352, BusRoute 353, BusRoute 354, BusRoute 357, BusRoute 358, BusRoute 359, BusRoute 361, BusRoute 362, BusRoute 363, BusRoute X1, BusRoute X21, BusRoute X22, BusRoute X23, BusRoute X24, BusRoute X25, BusRoute 309, BusRoute 310, BusRoute 311, BusRoute 318, BusRoute 319, BusRoute 329, BusRoute 342, BusRoute X10, BusRoute X11, BusRoute X14, BusRoute X42, BusRoute 327, BusRoute X27, BusRoute 30, BusRoute 161, BusRoute 174, BusRoute 267, BusRoute 375, BusRoute 670, BusRoute 901, BusRoute 980, BusRoute X75, BusRoute 102, BusRoute 112, BusRoute 377, BusRoute 234, BusRoute 235, BusRoute 236, BusRoute 260, BusRoute 263, BusRoute 264, BusRoute 271, BusRoute 273, BusRoute 231, BusRoute 232, BusRoute 265, BusRoute 272
Great Britain	National	BWC	missing	FerryRoute F7
Great Britain	National	BM	missing	BusRoute 444
Great Britain	National	1022	missing	BusRoute 521, BusRoute 9, BusRoute 12, BusRoute 19, BusRoute 21, BusRoute 24, BusRoute 46, BusRoute 61, BusRoute 231, BusRoute 1, BusRoute 2, BusRoute 60
Great Britain	National	2201	missing	BusRoute 22, BusRoute 24, BusRoute 10, BusRoute 10A, BusRoute 11, BusRoute 40A, BusRoute 77A, BusRoute 83A, BusRoute 172, BusRoute 17A, BusRoute 18, BusRoute 83, BusRoute 90, BusRoute 164, BusRoute 186, BusRoute 12A, BusRoute 70, BusRoute 165, BusRoute 40, BusRoute 84, BusRoute 85, BusRoute 122, BusRoute 12, BusRoute 77, BusRoute 17
Great Britain	National	RCB	missing	BusRoute RCB
Great Britain	National	CB	missing	BusRoute 10, BusRoute 17, BusRoute 19, BusRoute 20, BusRoute 27, BusRoute 29, BusRoute 79, BusRoute 17A, BusRoute 19A, BusRoute 231, BusRoute 823, BusRoute 852, BusRoute DB2, BusRoute DB3, BusRoute X31, BusRoute 2, BusRoute 3, BusRoute 5, BusRoute 22, BusRoute 34, BusRoute 44, BusRoute 45, BusRoute 46, BusRoute 53, BusRoute 80, BusRoute 82, BusRoute 89, BusRoute 90, BusRoute 91, BusRoute C1, BusRoute C2, BusRoute C3, BusRoute C4, BusRoute H1, BusRoute H3, BusRoute H4, BusRoute 101, BusRoute 178, BusRoute 242, BusRoute 308, BusRoute 311, BusRoute 314, BusRoute 315, BusRoute 351, BusRoute 365, BusRoute 366, BusRoute 379, BusRoute 380, BusRoute 383, BusRoute 384, BusRoute 388, BusRoute 390, BusRoute 395, BusRoute 46A, BusRoute 524, BusRoute 700, BusRoute 825, BusRoute 863, BusRoute 866, BusRoute 868, BusRoute 872, BusRoute SB15, BusRoute SB16, BusRoute C3X, BusRoute H11, BusRoute HA1, BusRoute HA2, BusRoute 985
Great Britain	National	RBN	missing	BusRoute Y01
Great Britain	National	RAY	missing	BusRoute 44A
Great Britain	National	FLE	missing	BusRoute 215
Great Britain	National	DEL	missing	BusRoute 504, BusRoute 101, BusRoute 102, BusRoute 202, BusRoute 203, BusRoute 301, BusRoute 302, BusRoute 303, BusRoute 201
Great Britain	National	ATB	missing	BusRoute 721
Great Britain	National	BN	missing	BusRoute 507, BusRoute PA1, BusRoute 511
Great Britain	National	KCT	missing	BusRoute 13, BusRoute 509
Great Britain	National	GNS	missing	BusRoute 306, BusRoute 307
Great Britain	National	BO	missing	BusRoute 169, BusRoute 654, BusRoute 607, BusRoute 8, BusRoute 17, BusRoute S1, BusRoute 7
Great Britain	National	2467	missing	BusRoute 142, BusRoute 141
Great Britain	National	1023	missing	BusRoute 106, BusRoute 484, BusRoute 616, BusRoute 856, BusRoute 704
Great Britain	National	DEN	missing	BusRoute 22, BusRoute 156, BusRoute 9811, BusRoute 9904
Great Britain	National	CBL	missing	BusRoute 3, BusRoute 5, BusRoute 8, BusRoute 10, BusRoute 11, BusRoute 13, BusRoute 24, BusRoute 27, BusRoute 33, BusRoute 36, BusRoute 40, BusRoute 44, BusRoute 45, BusRoute 54, BusRoute 55, BusRoute 58, BusRoute 59, BusRoute 71, BusRoute 72, BusRoute 74, BusRoute 75, BusRoute 76, BusRoute 81, BusRoute 82, BusRoute 86, BusRoute 140, BusRoute 167, BusRoute 302, BusRoute 54A, BusRoute 70A, BusRoute 70B, BusRoute 747, BusRoute UHLA, BusRoute 001C, BusRoute 002C, BusRoute 003B, BusRoute 004A, BusRoute 6, BusRoute 9, BusRoute 02A0, BusRoute 37, BusRoute 04A0, BusRoute 04B0, BusRoute X6, BusRoute 105, BusRoute 602, BusRoute 604, BusRoute 608, BusRoute 635, BusRoute 640, BusRoute 609
Great Britain	National	WRN	missing	BusRoute 449
Great Britain	National	MJM	missing	BusRoute W2A
Great Britain	National	CC	missing	BusRoute 31, BusRoute 70, BusRoute 90, BusRoute 92, BusRoute 93, BusRoute 94, BusRoute 95, BusRoute 96, BusRoute 98, BusRoute 107, BusRoute 111, BusRoute 140, BusRoute 202, BusRoute 70A, BusRoute 755, BusRoute 756, BusRoute 773, BusRoute 93C, BusRoute 96B, BusRoute 988, BusRoute X93, BusRoute 58, BusRoute D6, BusRoute D8, BusRoute 150, BusRoute 165, BusRoute 179, BusRoute 191, BusRoute 193, BusRoute 259, BusRoute 299, BusRoute 308, BusRoute 309, BusRoute 341, BusRoute 357, BusRoute 365, BusRoute 385, BusRoute 476, BusRoute 679, BusRoute 686, BusRoute RV1, BusRoute W10, BusRoute 252, BusRoute 318, BusRoute 630, BusRoute 631, BusRoute 633, BusRoute 638, BusRoute 639, BusRoute 642, BusRoute 646, BusRoute 647, BusRoute 669, BusRoute 670, BusRoute 671, BusRoute 677, BusRoute 678, BusRoute 681, BusRoute 682, BusRoute 690, BusRoute 986, BusRoute 186, BusRoute 188
Great Britain	National	JC0	missing	BusRoute 3, BusRoute 4
Great Britain	National	MIY	missing	BusRoute 880, BusRoute 3
Great Britain	National	1024	missing	BusRoute 111, BusRoute 115, BusRoute 116, BusRoute 117, BusRoute 119, BusRoute 760, BusRoute 804, BusRoute 997, BusRoute 109, BusRoute 112
Great Britain	National	1260	missing	BusRoute 75, BusRoute 76, BusRoute 18
Great Britain	National	SFG	missing	BusRoute 4, BusRoute 5, BusRoute 300, BusRoute 815, BusRoute 825
Great Britain	National	CD	missing	BusRoute 78X
Great Britain	National	SH00	missing	BusRoute 44, BusRoute 215, BusRoute 525, BusRoute H, BusRoute K, BusRoute L, BusRoute 3, BusRoute 7, BusRoute 52, BusRoute N2, BusRoute C16, BusRoute J, BusRoute 428, BusRoute 63, BusRoute 99, BusRoute 121, BusRoute 130, BusRoute 137, BusRoute 139, BusRoute 173, BusRoute 600, BusRoute 10, BusRoute 17, BusRoute 24, BusRoute 122, BusRoute 131, BusRoute 152, BusRoute 11, BusRoute 171, BusRoute 175, BusRoute 12, BusRoute 16, BusRoute 47, BusRoute X2, BusRoute 145
Great Britain	National	PST	missing	BusRoute 184
Great Britain	National	BP	missing	BusRoute 21, BusRoute 22, BusRoute 23, BusRoute 25, BusRoute 1
Great Britain	National	BWG	missing	BusRoute 212, BusRoute 213, BusRoute 224
Great Britain	National	1025	missing	BusRoute 8A, BusRoute 89A, BusRoute 146, BusRoute 147, BusRoute 430, BusRoute 445, BusRoute 457, BusRoute 475, BusRoute 565, BusRoute 567, BusRoute 581, BusRoute 601, BusRoute S24, BusRoute 435, BusRoute 8C
Great Britain	National	2205	missing	BusRoute 66
Great Britain	National	MKC	missing	BusRoute MA1, BusRoute MA2, BusRoute MA3
Great Britain	National	TEDE	missing	BusRoute FTB, BusRoute 301A, BusRoute 302A, BusRoute 304, BusRoute 315, BusRoute 319, BusRoute 324B, BusRoute 343, BusRoute 357, BusRoute 360, BusRoute 366, BusRoute 368, BusRoute 900, BusRoute 901, BusRoute 911, BusRoute 933, BusRoute 303
Great Britain	National	CBN	missing	BusRoute 86, BusRoute 140
Great Britain	National	1026	missing	BusRoute 708, BusRoute 725, BusRoute 753, BusRoute 773
Great Britain	National	CCC	missing	BusRoute 569, BusRoute 572
Great Britain	National	OPT	missing	BusRoute TAXI, BusRoute RT30
Great Britain	National	FLI	missing	BusRoute 855
Great Britain	National	DCCL	missing	BusRoute 896
Great Britain	National	1949	missing	BusRoute 41, BusRoute 48, BusRoute 157, BusRoute 16, BusRoute 42
Great Britain	National	GWCO	missing	BusRoute 48, BusRoute 31, BusRoute 36, BusRoute 50, BusRoute 54, BusRoute 51, BusRoute 55, BusRoute 32
Great Britain	National	HRN	missing	BusRoute H1
Great Britain	National	RCH	missing	BusRoute 561
Great Britain	National	1028	missing	BusRoute 553, BusRoute 614, BusRoute 674, BusRoute 680, BusRoute 712, BusRoute 766, BusRoute 778, BusRoute 808, BusRoute 834, BusRoute 983, BusRoute 957
Great Britain	National	BT	missing	BusRoute 575, BusRoute 804
Great Britain	National	RBT	missing	BusRoute 499, BusRoute 701, BusRoute 702, BusRoute 703, BusRoute 704, BusRoute 723, BusRoute 755, BusRoute 143, BusRoute 141, BusRoute 291, BusRoute 756, BusRoute 760
Great Britain	National	AST	missing	BusRoute 219, BusRoute 221, BusRoute 222, BusRoute 226, BusRoute 444, BusRoute 495, BusRoute M17, BusRoute M3, BusRoute X19, BusRoute 405, BusRoute 479, BusRoute 417, BusRoute 472, BusRoute 600, BusRoute 675, BusRoute 395, BusRoute 540, BusRoute 545, BusRoute 671, BusRoute S1, BusRoute 42, BusRoute 42A, BusRoute 351, BusRoute S42, BusRoute 389, BusRoute HC97
Great Britain	National	CH	missing	BusRoute 84, BusRoute 112, BusRoute 370, BusRoute 372, BusRoute 373, BusRoute 374, BusRoute 375, BusRoute 376, BusRoute 378, BusRoute 752, BusRoute 753, BusRoute 002, BusRoute 004, BusRoute 95, BusRoute 4A, BusRoute 7, BusRoute 003, BusRoute 001
Great Britain	National	HRO	missing	BusRoute 16
Great Britain	National	CI	missing	BusRoute 52
Great Britain	National	FMA	missing	BusRoute 180, BusRoute 184, BusRoute 350, BusRoute 353, BusRoute 354
Great Britain	National	BU	missing	BusRoute 901, BusRoute 902, BusRoute 903, BusRoute 904, BusRoute 905, BusRoute 343, BusRoute 344, BusRoute 345, BusRoute 357, BusRoute 981, BusRoute 985, BusRoute 9, BusRoute 10, BusRoute 59, BusRoute 89A
Great Britain	National	WSH	missing	BusRoute A6, BusRoute 37, BusRoute 46, BusRoute 49, BusRoute 50, BusRoute 140, BusRoute 141, BusRoute 824, BusRoute 826, BusRoute 901, BusRoute 905, BusRoute 23B, BusRoute 26, BusRoute 27E, BusRoute 35, BusRoute 36
Great Britain	National	MKH	missing	BusRoute 415
Great Britain	National	MTRV	missing	BusRoute 134, BusRoute 137, BusRoute 183, BusRoute 487, BusRoute 488, BusRoute 489, BusRoute 49
Great Britain	National	PUC	missing	BusRoute 608, BusRoute 612
Great Britain	National	VOS	missing	BusRoute 127
Great Britain	National	CK	missing	BusRoute BLUE, BusRoute 20, BusRoute 20A, BusRoute 70S, BusRoute 367, BusRoute 368, BusRoute 382, BusRoute 387, BusRoute 391, BusRoute 392, BusRoute 393, BusRoute 397, BusRoute 675, BusRoute 694, BusRoute 695, BusRoute 697, BusRoute SR4, BusRoute 204, BusRoute 9, BusRoute 9A, BusRoute 90, BusRoute 91, BusRoute 96, BusRoute 97, BusRoute 99, BusRoute 99B, BusRoute 606, BusRoute 608, BusRoute 748, BusRoute 16, BusRoute 063, BusRoute 63A, BusRoute 199, BusRoute 633, BusRoute 747, BusRoute 62, BusRoute 63, BusRoute 98, BusRoute 98A, BusRoute 99A
Great Britain	National	SGB	missing	BusRoute 222, BusRoute 224, BusRoute 225, BusRoute 130, BusRoute 131, BusRoute 132, BusRoute 133, BusRoute 134, BusRoute 135, BusRoute 136, BusRoute 459, BusRoute 462, BusRoute 462A, BusRoute 613, BusRoute 680, BusRoute 911, BusRoute 912, BusRoute 916, BusRoute 917, BusRoute 932, BusRoute 944, BusRoute 945, BusRoute 951, BusRoute 952, BusRoute 953, BusRoute 955, BusRoute 957, BusRoute 960, BusRoute 966, BusRoute 989, BusRoute 201, BusRoute 427, BusRoute 458
Great Britain	National	1030	missing	BusRoute 273, BusRoute 311, BusRoute 312, BusRoute 345, BusRoute 563, BusRoute 925, BusRoute 961, BusRoute 38, BusRoute 385, BusRoute 958, BusRoute 375, BusRoute 535, BusRoute 959, BusRoute X6
Great Britain	National	2210	missing	BusRoute 319
Great Britain	National	CKMR	missing	BusRoute 25, BusRoute 38, BusRoute 40, BusRoute 42, BusRoute 43, BusRoute 44, BusRoute 45, BusRoute 46, BusRoute 47, BusRoute H1, BusRoute H2, BusRoute H3, BusRoute H4, BusRoute 126
Great Britain	National	ZS	missing	BusRoute 001B, BusRoute 0070, BusRoute 110, BusRoute 111, BusRoute 112, BusRoute 113, BusRoute 165, BusRoute 377, BusRoute 632, BusRoute R4, BusRoute 7, BusRoute 17, BusRoute 18, BusRoute 20, BusRoute 24, BusRoute 25, BusRoute 33, BusRoute 7A, BusRoute 8A, BusRoute 158, BusRoute 17A, BusRoute 18E
Great Britain	National	ASW	missing	BusRoute 7, BusRoute 17A, BusRoute 20, BusRoute 20E, BusRoute 22, BusRoute 23, BusRoute 23A, BusRoute 26, BusRoute 26E, BusRoute 30, BusRoute 36B, BusRoute 36E, BusRoute 38, BusRoute 38E, BusRoute 60, BusRoute 61, BusRoute 62, BusRoute 64, BusRoute 66, BusRoute 101, BusRoute 103, BusRoute 218, BusRoute 300, BusRoute 500, BusRoute 800, BusRoute X23, BusRoute X26, BusRoute X61, BusRoute 17, BusRoute 36, BusRoute 208, BusRoute 3, BusRoute 10, BusRoute 18, BusRoute 21, BusRoute 24, BusRoute 25, BusRoute 27, BusRoute 28, BusRoute 32, BusRoute 34, BusRoute 35, BusRoute 37, BusRoute 42, BusRoute 43, BusRoute 44, BusRoute 45, BusRoute 47, BusRoute 50, BusRoute 53, BusRoute 63, BusRoute 81, BusRoute 91, BusRoute 121, BusRoute 126, BusRoute 132, BusRoute 134, BusRoute 436, BusRoute 437, BusRoute 562, BusRoute 802
Great Britain	National	BW	missing	BusRoute 2, BusRoute 12, BusRoute 2A, BusRoute BMV, BusRoute BW1
Great Britain	National	ATL	missing	FerryRoute SF8
Great Britain	National	1952	missing	BusRoute 219, BusRoute 331, BusRoute 338, BusRoute 346, BusRoute 348, BusRoute 350, BusRoute 389, BusRoute 39, BusRoute 183, BusRoute 393, BusRoute 38
Great Britain	National	HRS	missing	BusRoute T1, BusRoute 153, BusRoute 154
Great Britain	National	RCM	missing	BusRoute RCM
Great Britain	National	CL	missing	BusRoute 6, BusRoute 10, BusRoute 18, BusRoute 19, BusRoute 85, BusRoute 108, BusRoute 110, BusRoute 1, BusRoute 4, BusRoute 5, BusRoute 7, BusRoute 8, BusRoute 9, BusRoute 20, BusRoute 24, BusRoute 25, BusRoute 36, BusRoute 40, BusRoute 40A, BusRoute 41, BusRoute 43, BusRoute 44, BusRoute 44A, BusRoute 45, BusRoute 48, BusRoute 49, BusRoute 51, BusRoute 54, BusRoute 54A, BusRoute 57A, BusRoute 70, BusRoute 75, BusRoute 76, BusRoute 90, BusRoute 904, BusRoute 73, BusRoute 73B, BusRoute X73
Great Britain	National	SGC	missing	BusRoute 2, BusRoute 7, BusRoute 8, BusRoute 9, BusRoute 12, BusRoute 13, BusRoute 14, BusRoute 16, BusRoute 20, BusRoute 21, BusRoute 45, BusRoute 46, BusRoute 7B, BusRoute 8B, BusRoute 9A, BusRoute 12B, BusRoute 12W, BusRoute 13B, BusRoute 14A, BusRoute 14B, BusRoute 45B, BusRoute 45C, BusRoute 45H, BusRoute 45M, BusRoute HF10, BusRoute HF20
Great Britain	National	DEW	missing	BusRoute 106
Great Britain	National	ULS	missing	FerryRoute F8
Great Britain	National	1032	missing	BusRoute 733, BusRoute 762, BusRoute 964
Great Britain	National	2211	missing	BusRoute 21, BusRoute 53, BusRoute 21A, BusRoute 21B
Great Britain	National	VPJ	missing	BusRoute 47, BusRoute 413, BusRoute PR1, BusRoute PR2
Great Britain	National	CM	missing	BusRoute CM1, BusRoute CM2, BusRoute 491, BusRoute 831
Great Britain	National	GOR	missing	BusRoute 622
Great Britain	National	BY	missing	CoachRoute 350, CoachRoute 351, BusRoute 205, BusRoute 350, BusRoute 351, BusRoute 354
Great Britain	National	BZ	missing	BusRoute 56, BusRoute 59, BusRoute 373, BusRoute X58, BusRoute 55, BusRoute 64, BusRoute X88, BusRoute 54, BusRoute 88
Great Britain	National	1033	missing	BusRoute 241, BusRoute 775, BusRoute 862, BusRoute 869, BusRoute 922, BusRoute 464
Great Britain	National	1954	missing	BusRoute 67
Great Britain	National	2212	missing	BusRoute 272, BusRoute 274, BusRoute 359, BusRoute 45, BusRoute 41, BusRoute 41A, BusRoute 41B
